word,gpt-4_response,gpt4_rating
booby,4,4.0
booger,5,5.0
boogie,5,5.0
book,2,2.0
bookcase,3,3.0
bookie,4,4.0
booklet,3,3.0
bookmark,3,3.0
bookshelf,3,3.0
bookstore,3,3.0
bookworm,4,4.0
boom,6,6.0
boomerang,4,4.0
boon,3,3.0
boorish,4,4.0
boost,4,4.0
booster,4,4.0
boot,3,3.0
booted,3,3.0
booth,3,3.0
bootie,4,4.0
bootleg,3,3.0
bootless,3,3.0
boots,4,4.0
booty,4,4.0
booze,5,5.0
bop,6,6.0
border,4,4.0
borderline,3,3.0
bore,4,4.0
boredom,4,4.0
boring,5,5.0
born,3,3.0
borough,2,2.0
borrow,2,2.0
borrowing,3,3.0
bosom,4,4.0
boss,3,3.0
bossy,5,5.0
both,2,2.0
bother,4,4.0
bothersome,4,4.0
bottle,3,3.0
bottleneck,4,4.0
bottom,4,4.0
bottomless,4,4.0
bouffant,3,3.0
bought,2,2.0
boulder,4,4.0
boulevard,3,3.0
bounce,6,6.0
bouncer,4,4.0
bouncing,5,5.0
bouncy,6,6.0
bound,4,4.0
boundary,4,4.0
bounded,4,4.0
boundless,4,4.0
bountiful,4,4.0
bounty,3,3.0
bouquet,3,3.0
Bourbon,2,2.0
bout,3,3.0
boutique,3,3.0
bow,4,4.0
bowel,3,3.0
bowing,4,4.0
bowl,4,4.0
bowler,3,3.0
bowling,4,4.0
bowser,3 (moderately iconic),3.0
box,4,4.0
boxer,4,4.0
boxing,4,4.0
boy,3,3.0
boycott,2,2.0
boyfriend,3,3.0
boyish,4,4.0
boysenberry,3,3.0
bra,2,2.0
brace,4,4.0
bracelet,3,3.0
bracket,3,3.0
brackish,4,4.0
brag,5,5.0
braid,5,5.0
brain,3,3.0
brainless,4,4.0
brainstorm,4,4.0
brainwash,4,4.0
brainy,5,5.0
braise,3,3.0
brake,4,4.0
bran,2,2.0
branch,4,4.0
brand,3,3.0
branded,4,4.0
brandy,3,3.0
brash,4,4.0
brass,3,3.0
brassiere,3,3.0
brassy,5,5.0
brat,4,4.0
bratwurst,3,3.0
brave,4,4.0
bravery,3,3.0
brawl,5,5.0
brawn,4,4.0
brazen,4,4.0
breach,4,4.0
bread,3,3.0
break,5,5.0
breakage,4,4.0
breakaway,4,4.0
breakdown,4,4.0
breaker,4,4.0
breakfast,3,3.0
breaking,4,4.0
breakout,4,4.0
breakthrough,4,4.0
breakup,4,4.0
breast,3,3.0
breastbone,4,4.0
breath,4,4.0
Breathalyzer,4,4.0
breathe,4,4.0
breather,4,4.0
breathless,5,5.0
breech,3,3.0
breed,4,4.0
breeder,4,4.0
breeding,4,4.0
breeze,5,5.0
breezy,5,5.0
brethren,2,2.0
brew,4,4.0
brewery,4,4.0
brewing,4,4.0
bribe,3,3.0
bribery,3,3.0
brick,4,4.0
bridal,3,3.0
bride,3,3.0
bridge,3,3.0
bridle,4,4.0
brief,3,3.0
briefcase,3,3.0
briefing,3,3.0
brig,3,3.0
brigade,3,3.0
bright,4,4.0
brighten,4,4.0
brightness,4,4.0
brilliance,4,4.0
brilliant,4,4.0
brim,4,4.0
brimstone,4,4.0
brine,4,4.0
bring,3,3.0
brink,3,3.0
briny,4,4.0
brisk,5,5.0
brisket,3,3.0
bristle,5,5.0
brittle,5,5.0
broad,4,4.0
broadcast,4,4.0
broaden,3,3.0
broccoli,3,3.0
brochure,2,2.0
broil,5,5.0
broiler,4,4.0
broke,4,4.0
broken,4,4.0
broker,3,3.0
bronchitis,3,3.0
bronco,4,4.0
brontosaur,4,4.0
brontosaurus,4,4.0
bronze,3,3.0
brooch,2,2.0
brood,4,4.0
brooding,5,5.0
broody,4,4.0
brook,4,4.0
broom,4,4.0
broomstick,4,4.0
broth,4,4.0
brothel,2,2.0
brother,3,3.0
brotherhood,3,3.0
brotherly,4,4.0
brought,2,2.0
brow,3,3.0
brown,4,4.0
brownie,4,4.0
browse,4,4.0
bruise,5,5.0
brunch,4,4.0
brunette,3,3.0
brunt,3,3.0
brush,4,4.0
brushed,4,4.0
brutal,5,5.0
brutality,5,5.0
brute,5,5.0
brutish,5,5.0
bubble,6,6.0
bubbly,6,6.0
bubonic,3,3.0
buck,3,3.0
bucket,3,3.0
buckle,4,4.0
bud,5,5.0
buddy,4,4.0
budge,4,4.0
budget,2,2.0
buff,4,4.0
buffalo,3,3.0
buffer,3,3.0
buffet,3,3.0
buffoon,4,4.0
bug,5,5.0
bugger,3 (moderately iconic),3.0
buggy,5,5.0
bugle,4,4.0
build,4,4.0
builder,4,4.0
building,3,3.0
buildup,4,4.0
built,3,3.0
bulb,4,4.0
bulge,5,5.0
bulimic,2 (slightly iconic),2.0
bulk,4,4.0
bulkhead,3,3.0
bulky,5,5.0
bull,4,4.0
bulldog,4,4.0
bulldoze,5,5.0
bullet,4,4.0
bulletin,2,2.0
bulletproof,4,4.0
bullfrog,5,5.0
bullish,4,4.0
bully,4,4.0
bum,4,4.0
bumble,5,5.0
bumblebee,5,5.0
bummer,4,4.0
bump,5,5.0
bumper,4,4.0
bumpy,6,6.0
bun,3,3.0
bunch,4,4.0
bundle,4,4.0
bungalow,3,3.0
bungee,4,4.0
bungle,5,5.0
bunion,3,3.0
bunk,4,4.0
bunker,4,4.0
bunny,4,4.0
buoy,4,4.0
burden,4,4.0
burdened,4,4.0
burdensome,4,4.0
bureau,2,2.0
bureaucracy,2,2.0
bureaucrat,2,2.0
bureaucratic,2,2.0
burger,4,4.0
burglar,3,3.0
burglary,3,3.0
burgle,4,4.0
burial,3,3.0
burl,3,3.0
burlap,3,3.0
burlesque,3,3.0
burn,5,5.0
burner,4,4.0
burning,5,5.0
burnt,5,5.0
burp,6,6.0
burr,5,5.0
burrito,3,3.0
burro,3,3.0
burrow,5,5.0
burst,6,6.0
bury,3,3.0
bus,4,4.0
bush,4,4.0
bushel,3,3.0
bushy,5,5.0
business,2,2.0
businessman,3,3.0
buss,3,3.0
bust,4,4.0
buster,3,3.0
bustle,5,5.0
busy,4,4.0
busybody,4,4.0
but,2,2.0
butch,4,4.0
butcher,4,4.0
butler,2,2.0
butt,4,4.0
butter,3,3.0
buttercup,4,4.0
butterfly,3,3.0
buttermilk,3,3.0
butterscotch,3,3.0
buttery,4,4.0
buttock,3,3.0
button,3,3.0
buttons,3,3.0
buy,2,2.0
buyer,3,3.0
buzz,6,6.0
buzzard,5,5.0
buzzer,5,5.0
by,1 (not at all iconic),1.0
bye,3,3.0
bypass,3,3.0
cab,3,3.0
cabana,3,3.0
cabbage,3,3.0
cabin,3,3.0
cabinet,2,2.0
cable,3,3.0
caboose,4,4.0
cache,2,2.0
cackle,6,6.0
cactus,4,4.0
cadaver,4,4.0
caddie,3,3.0
caddy,3,3.0
cadet,2,2.0
Cadillac,2,2.0
cafe,2,2.0
cafeteria,2,2.0
caffeine,2,2.0
cage,4,4.0
cagey,4,4.0
cahoot,3,3.0
cake,3,3.0
calamari,3,3.0
calamity,4,4.0
calcify,4,4.0
calcium,2,2.0
calculate,2,2.0
calculated,3,3.0
calculating,4,4.0
calculator,3,3.0
calculus,2,2.0
calendar,2,2.0
calender,2,2.0
calf,3,3.0
calibrate,3,3.0
caliper,3,3.0
call,4,4.0
caller,3,3.0
calligraphy,3,3.0
calling,4,4.0
callous,4,4.0
callus,4,4.0
calm,4,4.0
calorie,2,2.0
calve,4,4.0
calves,3,3.0
calzone,3,3.0
camcorder,3,3.0
came,2,2.0
camel,3,3.0
cameo,3,3.0
camera,3,3.0
camisole,2,2.0
camouflage,4,4.0
camp,4,4.0
campaign,2,2.0
camper,4,4.0
campfire,4,4.0
campus,3,3.0
can,2,2.0
canal,3,3.0
canary,4,4.0
cancan,3,3.0
cancel,3,3.0
cancellation,3,3.0
cancer,3,3.0
candid,3,3.0
candidate,2,2.0
candle,3,3.0
candlelight,4,4.0
candlestick,3,3.0
candy,4,4.0
cane,4,4.0
canine,3,3.0
canister,3,3.0
canker,4,4.0
cannabis,3,3.0
canned,3,3.0
cannibal,3,3.0
cannibalism,3,3.0
cannon,4,4.0
cannonball,4,4.0
cannot,3,3.0
canoe,4,4.0
canon,2,2.0
canonize,2 (slightly iconic),2.0
canopy,4,4.0
cantaloupe,3,3.0
canteen,3,3.0
canvas,3,3.0
canvass,3,3.0
canyon,4,4.0
cap,4,4.0
capability,3,3.0
capable,3,3.0
capacity,3,3.0
cape,4,4.0
caper,4,4.0
capital,2,2.0
capitalism,2 (low iconicity),2.0
capitalistic,2 (slightly iconic),2.0
cappuccino,3,3.0
capsize,4,4.0
capsule,3,3.0
captain,3,3.0
caption,2,2.0
captivate,4,4.0
captive,4,4.0
captivity,4,4.0
capture,4,4.0
car,3,3.0
caramel,4,4.0
caramelize,4,4.0
caravan,3,3.0
carbon,2,2.0
carbonate,3,3.0
carbonize,4,4.0
carburetor,2,2.0
carcass,5,5.0
card,2,2.0
cardboard,3,3.0
cardiac,3,3.0
cardigan,2,2.0
cardinal,3,3.0
cardiovascular,2,2.0
care,4,4.0
career,2,2.0
carefree,4,4.0
careful,4,4.0
careless,4,4.0
caress,5,5.0
cargo,4,4.0
caribou,3,3.0
carnage,4,4.0
carnival,4,4.0
carnivore,4,4.0
carol,3,3.0
carousal,4,4.0
carousel,4,4.0
carp,3,3.0
carpenter,3,3.0
carpentry,3,3.0
carpet,3,3.0
carpeting,3,3.0
carport,4,4.0
carriage,4,4.0
carrier,3,3.0
carrot,3,3.0
carry,4,4.0
carrying,4,4.0
cart,4,4.0
cartel,3,3.0
cartilage,3,3.0
carton,3,3.0
cartoon,4,4.0
cartridge,3,3.0
cartwheel,5,5.0
carve,5,5.0
cascade,5,5.0
case,2,2.0
cash,4,4.0
cashew,3,3.0
cashier,3,3.0
cashmere,3,3.0
casing,4,4.0
casino,3,3.0
casket,4,4.0
casserole,3,3.0
cassette,2 (slightly iconic),2.0
cast,4,4.0
castaway,4,4.0
caste,2,2.0
castle,3,3.0
castrate,3,3.0
casual,3,3.0
casualty,3,3.0
cat,3,3.0
catacomb,3,3.0
catalog,2,2.0
catalyst,3,3.0
catapult,4,4.0
catastrophe,4,4.0
catastrophic,4,4.0
catatonic,3,3.0
catch,5,5.0
catcher,4,4.0
catching,4,4.0
catchy,5,5.0
categorical,2,2.0
categorize,2,2.0
category,2,2.0
caterpillar,4,4.0
catfish,4,4.0
cathedral,3,3.0
catheter,2,2.0
catsup,4,4.0
cattle,3,3.0
catwalk,4,4.0
caught,4,4.0
cauldron,4,4.0
cauliflower,3,3.0
caulk,4,4.0
causality,2,2.0
causation,3,3.0
causative,2 (slightly iconic),2.0
cause,3,3.0
caution,4,4.0
cautious,4,4.0
cavalry,3,3.0
cave,4,4.0
cavern,4,4.0
caviar,3,3.0
caving,4,4.0
cavity,4,4.0
caw,6,6.0
cease,4,4.0
cedar,3,3.0
ceiling,2,2.0
celebrate,4,4.0
celebration,4,4.0
celebrity,3,3.0
celery,3,3.0
celestial,4,4.0
celibate,2,2.0
cell,3,3.0
cellar,4,4.0
cellist,3,3.0
cello,3,3.0
cellulite,3,3.0
cement,3,3.0
cemetery,3,3.0
censor,3,3.0
censorship,2,2.0
censure,2,2.0
census,2,2.0
cent,3,3.0
center,3,3.0
centered,4,4.0
centering,4,4.0
centimeter,3,3.0
centipede,4,4.0
central,2,2.0
centre,2,2.0
century,2,2.0
ceramic,3,3.0
ceramics,3,3.0
cereal,2,2.0
cerebellum,2,2.0
cerebral,3,3.0
ceremony,3,3.0
certain,2,2.0
certainly,2,2.0
certainty,3,3.0
certificate,2,2.0
certify,2,2.0
cervix,2,2.0
cha-cha,6,6.0
chain,4,4.0
chair,3,3.0
chairman,2 (not very iconic),2.0
chairwoman,2,2.0
chalet,3,3.0
chalice,3,3.0
chalk,4,4.0
chalky,5,5.0
challenge,4,4.0
challenger,3,3.0
challenging,4,4.0
chamber,3,3.0
chameleon,4,4.0
chamomile,3,3.0
champ,4,4.0
champagne,3,3.0
champion,3,3.0
championship,3,3.0
chance,2,2.0
chancellor,2,2.0
chandelier,3,3.0
change,3,3.0
changeable,3,3.0
changeless,3,3.0
channel,3,3.0
chant,5,5.0
chaos,5,5.0
chaotic,5,5.0
chap,3,3.0
chapel,3,3.0
chaperone,2,2.0
chaplain,2,2.0
chaps,3,3.0
chapter,2,2.0
char,4,4.0
character,3,3.0
characteristic,2,2.0
characterization,2,2.0
characterize,3,3.0
charade,4,4.0
charcoal,4,4.0
Chardonnay,2 (slightly iconic),2.0
charge,4,4.0
charger,3,3.0
chariot,3,3.0
charisma,3,3.0
charismatic,4,4.0
charitable,3,3.0
charity,3,3.0
charlatan,3,3.0
charm,4,4.0
charming,4,4.0
chart,3,3.0
charter,2,2.0
chase,5,5.0
chaser,4,4.0
chasing,4,4.0
chassis,2,2.0
chastise,3,3.0
chastity,3,3.0
chat,5,5.0
chatter,6,6.0
chatterbox,5,5.0
chatty,5,5.0
chauffeur,3,3.0
cheap,4,4.0
cheapen,4,4.0
cheapskate,4,4.0
cheat,4,4.0
cheater,4,4.0
check,3,3.0
checkbook,3,3.0
checked,3,3.0
checker,3,3.0
checklist,3,3.0
checkmate,4,4.0
checkout,4,4.0
checkpoint,3,3.0
checkup,4,4.0
cheddar,3,3.0
cheek,4,4.0
cheekbone,4,4.0
cheeky,5,5.0
cheep,6,6.0
cheer,5,5.0
cheerful,5,5.0
cheerio,4,4.0
cheery,5,5.0
cheese,3,3.0
cheesecake,3,3.0
cheesy,5,5.0
cheetah,3,3.0
chef,3,3.0
chemical,3,3.0
chemist,2,2.0
chemistry,2,2.0
chemo,4,4.0
cherish,4,4.0
cherry,4,4.0
cherub,4,4.0
chess,2,2.0
chessboard,3,3.0
chest,3,3.0
chestnut,4,4.0
chew,6,6.0
chewy,6,6.0
chic,3,3.0
chick,4,4.0
chickadee,5,5.0
chicken,3,3.0
chief,3,3.0
child,3,3.0
childbirth,4,4.0
childhood,3,3.0
childish,4,4.0
childlike,4,4.0
children,3,3.0
chili,4,4.0
chill,5,5.0
chilling,5,5.0
chilly,5,5.0
chime,5,5.0
chimney,3,3.0
chimp,4,4.0
chimpanzee,3,3.0
chin,3,3.0
china,2,2.0
chinchilla,3,3.0
Chinese,2,2.0
chink,4,4.0
chip,4,4.0
chipmunk,4,4.0
chipper,5,5.0
chiropractor,3,3.0
chirp,6,6.0
chirrup,6,6.0
chisel,4,4.0
chitchat,6,6.0
chivalry,3,3.0
chive,3,3.0
chlorine,3,3.0
chloroform,3,3.0
chocolate,3,3.0
choice,2,2.0
choir,3,3.0
choke,6,6.0
choking,5,5.0
cholera,2,2.0
cholesterol,2,2.0
chomp,6,6.0
choo-choo,7,7.0
choose,3,3.0
choosy,5,5.0
chop,5,5.0
chopped,5,5.0
chopper,5,5.0
choppy,6,6.0
chopstick,4,4.0
chord,4,4.0
chore,4,4.0
choreograph,3,3.0
chortle,5,5.0
chorus,4,4.0
chose,2,2.0
chosen,2,2.0
chowder,4,4.0
christen,3,3.0
christening,3,3.0
Christmas,3,3.0
chrome,3,3.0
chromium,2,2.0
chromosome,3,3.0
chronic,2,2.0
chronicle,2,2.0
chrysanthemum,2 (slightly iconic),2.0
chubby,5,5.0
chuck,4,4.0
chuckle,6,6.0
chug,6,6.0
chum,3,3.0
chump,4,4.0
chunk,5,5.0
chunky,6,6.0
church,3,3.0
churn,5,5.0
churning,5,5.0
chute,4,4.0
cider,3,3.0
cigar,3,3.0
cigarette,2,2.0
cinch,3,3.0
cinder,4,4.0
cinema,2,2.0
cinnamon,3,3.0
cipher,2,2.0
circle,4,4.0
circuit,3,3.0
circular,4,4.0
circulate,4,4.0
circumcise,3,3.0
circumference,3,3.0
circumscribe,3,3.0
circumspect,3,3.0
circumstance,2,2.0
circumstanced,2,2.0
circumstantial,2,2.0
circus,4,4.0
cirque,3 (moderately iconic),3.0
citadel,3,3.0
citation,2,2.0
cite,2,2.0
citizen,2,2.0
citizenship,2,2.0
citrus,4,4.0
city,2,2.0
civic,2,2.0
civics,2,2.0
civil,2,2.0
civilian,2,2.0
civility,3,3.0
civilized,3,3.0
civilly,2,2.0
clack,6,6.0
clad,3,3.0
claim,3,3.0
clairvoyance,2,2.0
clam,4,4.0
clammy,6,6.0
clamor,5,5.0
clamp,5,5.0
clan,3,3.0
clandestine,2 (slightly iconic),2.0
clang,6,6.0
clanging,6,6.0
clangor,5,5.0
clank,6,6.0
clap,6,6.0
clapper,5,5.0
clarify,3,3.0
clarinet,3,3.0
clarity,4,4.0
clash,6,6.0
clasp,5,5.0
clasping,5,5.0
class,2,2.0
classic,3,3.0
classical,3,3.0
classify,3,3.0
classism,2 (slightly iconic),2.0
classless,3,3.0
classmate,3,3.0
classroom,3,3.0
classy,4,4.0
clatter,6,6.0
clause,2,2.0
claustrophobia,4,4.0
claustrophobic,4,4.0
claw,5,5.0
clawed,5,5.0
clay,4,4.0
clean,4,4.0
cleaner,4,4.0
cleanly,4,4.0
cleanse,4,4.0
cleanser,4,4.0
clear,4,4.0
clearance,3,3.0
clearing,4,4.0
clearly,4,4.0
cleat,3,3.0
cleavage,4,4.0
cleave,4,4.0
cleaver,4,4.0
cleavers,3,3.0
cleft,4,4.0
clemency,2,2.0
clench,5,5.0
clergy,2,2.0
clerk,2,2.0
clever,3,3.0
click,6,6.0
client,2,2.0
cliff,4,4.0
climate,3,3.0
climax,4,4.0
climb,4,4.0
climber,4,4.0
clinch,4,4.0
cling,5,5.0
clingy,6,6.0
clinic,2,2.0
clinical,3,3.0
clink,6,6.0
clinker,4,4.0
clip,5,5.0
clip-clop,7,7.0
clipboard,3,3.0
clipped,4,4.0
clipper,4,4.0
clipping,4,4.0
clique,3,3.0
clitoris,3 (moderately iconic),3.0
cloak,4,4.0
clobber,5,5.0
clock,4,4.0
clockwork,4,4.0
clod,4,4.0
clog,5,5.0
cloister,3,3.0
clomp,6,6.0
clone,4,4.0
clonk,6,6.0
clop,6,6.0
close,4,4.0
closed,4,4.0
closer,3,3.0
closet,3,3.0
closure,3,3.0
clot,5,5.0
cloth,3,3.0
clothes,3,3.0
clothing,3,3.0
cloud,4,4.0
clouded,4,4.0
cloudy,4,4.0
clout,3,3.0
clove,3,3.0
clover,3,3.0
clown,4,4.0
club,4,4.0
clubhouse,4,4.0
cluck,6,6.0
clue,3,3.0
clueless,4,4.0
clump,6,6.0
clumsy,5,5.0
clunk,6,6.0
clunker,5,5.0
cluster,4,4.0
clutch,4,4.0
clutter,5,5.0
coach,3,3.0
coagulate,5,5.0
coal,4,4.0
coarse,4,4.0
coarsen,4,4.0
coast,4,4.0
coastal,4,4.0
coaster,3,3.0
coastline,4,4.0
coat,3,3.0
coated,4,4.0
coating,4,4.0
coax,3,3.0
cob,4,4.0
cobalt,3,3.0
cobbler,3,3.0
cobblestone,4,4.0
cobra,4,4.0
cobweb,4,4.0
cocaine,2,2.0
cock,3 (moderately iconic),3.0
cock-a-doodle-doo,7,7.0
cockatiel,4,4.0
cockatoo,4,4.0
cockfight,4,4.0
cockpit,4,4.0
cockroach,3,3.0
cocktail,3,3.0
cocky,5,5.0
cocoa,4,4.0
coconut,4,4.0
cocoon,5,5.0
cod,3,3.0
coddle,4,4.0
code,3,3.0
codeine,2 (slightly iconic),2.0
coding,3,3.0
coed,2 (slightly iconic),2.0
coerce,3,3.0
coercion,3,3.0
coercive,3,3.0
coffee,3,3.0
coffin,4,4.0
cog,4,4.0
cognac,2,2.0
cognition,2,2.0
cognitive,2,2.0
cognizable,2,2.0
coil,5,5.0
coin,3,3.0
coincide,3,3.0
coincidence,2,2.0
coincidental,2,2.0
coke,3,3.0
cola,3,3.0
colander,2,2.0
cold,4,4.0
coleslaw,3,3.0
colic,3,3.0
coliseum,4,4.0
collaborate,3,3.0
collage,3,3.0
collapse,5,5.0
collapsible,4,4.0
collar,4,4.0
collarbone,4,4.0
collateral,2,2.0
colleague,2,2.0
collect,3,3.0
collected,3,3.0
collection,3,3.0
collective,3,3.0
collectivism,2,2.0
collector,3,3.0
college,2,2.0
collide,5,5.0
collie,3,3.0
collision,5,5.0
colloquial,2,2.0
cologne,2,2.0
colon,2,2.0
colonel,1 (not at all iconic),1.0
colonoscopy,2,2.0
colony,3,3.0
color,3,3.0
colored,4,4.0
colorful,4,4.0
coloring,4,4.0
colorless,4,4.0
colossal,4,4.0
colt,4,4.0
column,3,3.0
columnist,2,2.0
coma,3,3.0
comatose,4,4.0
comb,4,4.0
combat,4,4.0
combative,4,4.0
combination,2,2.0
combine,3,3.0
combined,3,3.0
combo,3,3.0
combustion,4,4.0
come,3,3.0
comedian,3,3.0
comedy,3,3.0
comes,2,2.0
comet,4,4.0
comfort,4,4.0
comfortable,4,4.0
comforter,4,4.0
comforting,4,4.0
comfy,5,5.0
comic,4,4.0
comical,4,4.0
coming,3,3.0
comma,2,2.0
command,4,4.0
commemorative,2,2.0
commence,3,3.0
commencement,2,2.0
commend,3,3.0
commendable,3,3.0
commensurable,2,2.0
comment,2,2.0
commentary,2,2.0
commerce,2,2.0
commercial,2,2.0
commie,4,4.0
commingle,3,3.0
commiserate,3,3.0
commission,2,2.0
commit,3,3.0
commitment,2,2.0
committal,3,3.0
committee,2,2.0
commodity,2,2.0
common,3,3.0
commonality,3,3.0
commonalty,2,2.0
commoner,3,3.0
commonly,2,2.0
commonplace,3,3.0
commonwealth,3,3.0
commotion,5,5.0
communalize,2,2.0
communicate,3,3.0
communication,3,3.0
communicative,3,3.0
communion,3,3.0
communism,2,2.0
communist,2,2.0
community,3,3.0
commute,3,3.0
compact,4,4.0
compactor,4,4.0
companion,3,3.0
companionable,3,3.0
companionship,3,3.0
company,2,2.0
comparable,3,3.0
comparative,3,3.0
compare,3,3.0
comparison,2,2.0
compartment,3,3.0
compass,3,3.0
compassion,3,3.0
compassionate,3,3.0
compatible,3,3.0
compel,3,3.0
compelling,3,3.0
compensate,3,3.0
compensation,2,2.0
compete,3,3.0
competence,3,3.0
competency,2,2.0
competent,3,3.0
competition,3,3.0
competitive,3,3.0
competitor,3,3.0
compilation,2,2.0
compile,2,2.0
complacency,3,3.0
complacent,3,3.0
complain,4,4.0
complaint,3,3.0
complement,2,2.0
complete,3,3.0
completion,3,3.0
complex,3,3.0
complexion,3,3.0
compliance,2,2.0
complicate,3,3.0
complication,3,3.0
complicity,2,2.0
compliment,2,2.0
complimentary,2,2.0
comply,3,3.0
component,2,2.0
compose,3,3.0
composer,2,2.0
compost,4,4.0
composure,3,3.0
compound,3,3.0
comprehend,3,3.0
comprehensible,2,2.0
comprehension,2,2.0
comprehensive,2,2.0
compress,4,4.0
comprise,2,2.0
compromise,3,3.0
compulsion,3,3.0
compulsive,4,4.0
computation,2,2.0
compute,3,3.0
computer,3,3.0
computerize,3,3.0
comrade,3,3.0
con,2,2.0
concave,4,4.0
conceal,3,3.0
concealment,3,3.0
concede,2,2.0
conceit,2,2.0
conceited,3,3.0
conceivable,2 (slightly iconic),2.0
conceive,3,3.0
concentrate,3,3.0
concentration,3,3.0
concept,2,2.0
conceptual,2,2.0
conceptualism,2,2.0
conceptualize,2,2.0
concern,3,3.0
concerning,3,3.0
concert,3,3.0
conch,4,4.0
concise,3,3.0
conciseness,3,3.0
conclude,3,3.0
conclusion,2,2.0
conclusive,3,3.0
concoct,4,4.0
concordance,2,2.0
concourse,2,2.0
concrete,3,3.0
concubine,2 (slightly iconic),2.0
concur,2,2.0
concurrent,2,2.0
concussion,4,4.0
condemn,3,3.0
condemnation,3,3.0
condensation,3,3.0
condense,4,4.0
condensed,4,4.0
condescend,3,3.0
condescendence,3,3.0
condiment,2,2.0
condition,2,2.0
conditional,2,2.0
conditioned,3,3.0
conditioner,2,2.0
conditioning,3,3.0
condo,3,3.0
condolence,2,2.0
condom,2,2.0
condone,2,2.0
condor,3,3.0
conduct,3,3.0
conductive,3,3.0
cone,4,4.0
confect,3,3.0
confederate,2 (slightly iconic),2.0
confer,3,3.0
conference,2,2.0
confess,4,4.0
confession,3,3.0
confetti,4,4.0
confidant,2,2.0
confide,3,3.0
confidence,3,3.0
confident,3,3.0
confiding,4,4.0
confine,4,4.0
confirm,2,2.0
confirmation,2,2.0
confirmatory,2,2.0
confirmed,3,3.0
confiscate,3,3.0
conflict,3,3.0
conflicting,3,3.0
conform,3,3.0
conformity,3,3.0
confound,3,3.0
confounded,3,3.0
confront,4,4.0
confrontation,3,3.0
confuse,4,4.0
confusing,4,4.0
confusion,4,4.0
congestion,4,4.0
congrats,3,3.0
congratulate,3,3.0
congratulation,3,3.0
congratulatory,3,3.0
congregate,3,3.0
congress,2,2.0
congruent,2,2.0
congruity,2,2.0
congruous,3,3.0
conjectural,2,2.0
conjecture,2,2.0
conjoin,4,4.0
conjunctive,2,2.0
conjuncture,2,2.0
conjure,4,4.0
conk,4,4.0
connect,4,4.0
connected,4,4.0
connection,3,3.0
connective,3,3.0
connotative,2,2.0
conquer,4,4.0
conqueror,4,4.0
conquest,3,3.0
conscience,3,3.0
conscientious,2,2.0
conscionable,2,2.0
conscious,3,3.0
consciousness,3,3.0
consecrate,2,2.0
consecutive,2,2.0
consensual,2,2.0
consent,2,2.0
consequence,2,2.0
consequential,3,3.0
consequently,2,2.0
conservative,2,2.0
conserve,3,3.0
consider,2,2.0
considerable,2,2.0
considerably,2,2.0
considerate,3,3.0
consideration,2,2.0
considered,2,2.0
considering,2,2.0
consignment,2,2.0
consist,2,2.0
consistent,3,3.0
consolation,3,3.0
console,3,3.0
consolidate,2,2.0
consort,2,2.0
conspicuous,3,3.0
conspiracy,3,3.0
conspirator,3,3.0
conspire,3,3.0
constant,3,3.0
constellation,3,3.0
constipation,4,4.0
constitute,2,2.0
constitutionalism,2,2.0
constitutionality,1 (not at all iconic),1.0
constrain,3,3.0
constrict,5,5.0
construct,3,3.0
construction,3,3.0
constructivism,2 (slightly iconic),2.0
consul,2,2.0
consult,3,3.0
consultant,2,2.0
consultation,2,2.0
consulting,3,3.0
consume,3,3.0
consummate,2,2.0
consumptive,3,3.0
contact,3,3.0
contagion,4,4.0
contagious,4,4.0
contain,3,3.0
container,3,3.0
contaminate,4,4.0
contamination,4,4.0
contemplate,3,3.0
contemplation,3,3.0
contemplative,3,3.0
contemporary,2,2.0
contempt,3,3.0
contemptible,3,3.0
contemptuous,4,4.0
contend,3,3.0
content,3,3.0
contention,3,3.0
contentious,3,3.0
contentment,4,4.0
contest,3,3.0
contestation,2,2.0
context,2,2.0
continent,3,3.0
contingence,2,2.0
contingent,2,2.0
continually,2,2.0
continuation,2,2.0
continue,2,2.0
continued,2,2.0
continuity,3,3.0
continuous,3,3.0
contour,4,4.0
contraband,3,3.0
contract,3,3.0
contracted,3,3.0
contraction,3,3.0
contractor,2,2.0
contradict,3,3.0
contradiction,2,2.0
contradictive,3,3.0
contradictory,2,2.0
contraption,4,4.0
contrary,3,3.0
contrast,3,3.0
contribute,2,2.0
contribution,2,2.0
control,3,3.0
controller,3,3.0
controversial,2,2.0
controversy,2,2.0
convene,3,3.0
convenience,3,3.0
convenient,3,3.0
convent,2,2.0
conventional,2,2.0
conventionalism,2,2.0
converge,3,3.0
conversation,2,2.0
conversational,2,2.0
converse,3,3.0
convert,3,3.0
convertible,3,3.0
convex,4,4.0
convey,3,3.0
convict,3,3.0
conviction,3,3.0
convince,2,2.0
convincing,3,3.0
convoluted,5,5.0
convolution,3,3.0
convoy,3,3.0
convulse,5,5.0
convulsion,5,5.0
coo,6,6.0
cook,4,4.0
cookbook,3,3.0
cooker,4,4.0
cookie,3,3.0
cooking,4,4.0
cookout,4,4.0
cool,4,4.0
coolant,3,3.0
cooler,4,4.0
coop,4,4.0
cooperate,3,3.0
cooperation,3,3.0
cooperative,3,3.0
cop,3,3.0
cope,3,3.0
copier,3,3.0
copilot,3,3.0
coping,3,3.0
copious,3,3.0
copper,3,3.0
copy,3,3.0
copyright,2,2.0
